"Date","Spotify followers","Spotify followers change","Spotify monthly listeners","Spotify monthly listeners change","Youtube subscribers","Youtube subscribers change","TikTok followers","TikTok followers change","TikTok likes","TikTok views","Instagram followers","Instagram followers change","Instagram likes","SoundCloud followers","SoundCloud followers change","SoundCloud plays"
"2023-06-20","23437999","1838","67236869","-38822","19000000","0","1200000","0","0","0","11002963","3410","7000","7187127","22","69049"
"2023-06-21","23439938","1939","67228994","-7875","19000000","0","1200000","0","0","0","11002963","0","0","7187184","57","72196"
"2023-06-22","23442108","2170","67192363","-36631","19000000","0","1200000","0","27310","341800","11009095","6132","8000","7187204","20","74786"
"2023-06-23","23443947","1839","67187878","-4485","19000000","0","1200000","0","0","0","11009095","0","0","7187300","96","105919"
"2023-06-24","23446137","2190","67086988","-100890","19000000","0","1200000","0","0","0","11012350","3255","6000","7187340","40","44768"
"2023-06-25","23448553","2416","66995007","-91981","19000000","0","1200000","0","0","0","11012350","0","0","7187402","62","58452"
"2023-06-26","23450921","2368","66912528","-82479","19000000","0","1200000","0","44375","492600","11012350","0","0","7187433","31","63263"
"2023-06-27","23453063","2142","66778192","-134336","19000000","0","1200000","0","0","0","11017181","4831","36000","7187473","40","62179"
"2023-06-28","23455385","2322","66747344","-30848","19000000","0","1200000","0","0","0","11017181","0","0","7187536","63","64185"
"2023-06-29","23457539","2154","66700276","-47068","19000000","0","1200000","0","0","0","11021556","4375","29000","7187606","70","67594"
"2023-06-30","23459640","2101","66648294","-51982","19000000","0","1200000","0","48035","706300","11021556","0","0","7187685","79","71020"
"2023-07-01","23461785","2145","66616403","-31891","19000000","0","1200000","0","0","0","11024333","2777","3000","7187771","86","70185"
"2023-07-02","23464887","3102","66553224","-63179","19000000","0","1200000","0","0","0","11024333","0","0","7187834","63","55915"
"2023-07-03","23467636","2749","66485454","-67770","19000000","0","1200000","0","0","0","11030885","6552","71000","7187932","98","60961"
"2023-07-04","23470243","2607","66468608","-16846","19000000","0","1200000","0","49734","384800","11030885","0","0","7187990","58","62134"
"2023-07-05","23472747","2504","66505094","36486","19000000","0","1200000","0","0","0","11037460","6575","39000","7188048","58","64222"
"2023-07-06","23474993","2246","66468961","-36133","19000000","0","1200000","0","0","0","11037460","0","0","7188136","88","63503"
"2023-07-07","23477309","2316","66383929","-85032","19000000","0","1200000","0","0","0","11041079","3619","67000","7188235","99","70225"
"2023-07-08","23479564","2255","66262863","-121066","19000000","0","1200000","0","47505","717500","11041079","0","0","7188311","76","64048"
"2023-07-09","23481231","1667","66096421","-166442","19000000","0","1200000","0","0","0","11045472","4393","193000","7188342","31","52816"
"2023-07-10","23483800","2569","65955659","-140762","19000000","0","1200000","0","0","0","11045472","0","0","7188381","39","56277"
"2023-07-11","23485741","1941","65875784","-79875","19000000","0","1200000","0","0","0","11045472","0","0","7188435","54","59532"
