"Artist","Artist country","Artist genre","Viberate rank","Genre rank","Instagram","X","Soundcloud"
"Ariana Grande","United States","Pop","6","4","is following","not following","not following"
"Rihanna","Barbados","Pop","10","6","both","both","not following"
"Katy Perry","United States","Pop","20","15","not following","both","not following"
"Dua Lipa","United Kingdom","Pop","23","18","both","both","not following"
"Jason Derulo","United States","Pop","25","19","not following","is following","not following"
"Nicki Minaj","United States","Hip Hop","26","3","is following","both","not following"
"Post Malone","United States","Hip Hop","30","5","not following","both","not following"
"Imagine Dragons","United States","Rock","36","2","not following","is following","not following"
"David Guetta","France","Electronic","40","1","both","both","not following"
"Marshmello","United States","Electronic","41","2","not following","both","not following"
"Sia","Australia","Pop","46","27","not following","both","not following"
"Shawn Mendes","Canada","Pop","48","29","is following","not following","not following"
"Harry Styles","United Kingdom","Pop","51","30","not following","both","not following"
"Jennifer Lopez","United States","Pop","58","32","not following","not following","is following"
"Snoop Dogg","United States","Hip Hop","61","9","not following","both","not following"
"Sam Smith","United Kingdom","Pop","67","35","both","both","not following"
"Metro Boomin","United States","Hip Hop","75","13","not following","both","not following"
"Anitta","Brazil","Pop","81","42","is following","not following","not following"
"Sabrina Carpenter","United States","Pop","82","43","not following","is following","not following"
"Avicii","Sweden","Electronic","84","5","both","both","not following"
"Charlie Puth","United States","Pop","85","44","not following","both","not following"
"Enrique Iglesias","Spain","Pop","86","45","not following","is following","not following"
"The Chainsmokers","United States","Electronic","92","6","is following","both","not following"
"OneRepublic","United States","Pop","99","50","not following","both","not following"
"Don Omar","Puerto Rico","Latin","100","19","not following","is following","not following"
"Becky G","United States","Latin","106","21","not following","both","not following"
"DJ Snake","France","Electronic","122","7","both","both","not following"
"Halsey","United States","Pop","137","62","is following","both","not following"
"Ellie Goulding","United Kingdom","Pop","143","68","both","both","not following"
"Khalid","United States","Pop","145","69","both","both","not following"
"Lewis Capaldi","United Kingdom","Pop","147","70","both","both","not following"
"Meghan Trainor","United States","Pop","153","74","is following","is following","not following"
"Tiësto","Netherlands","Electronic","162","8","both","both","not following"
"DJ Khaled","United States","Hip Hop","166","27","is following","both","not following"
"Troye Sivan","Australia","Pop","195","95","not following","both","not following"
"ROSALÍA","Spain","Pop","203","98","is following","not following","not following"
"Burna Boy","Nigeria","African","207","1","not following","is following","not following"
"AVA MAX","United States","Pop","208","101","is following","is following","not following"
"Major Lazer","Jamaica","Electronic","209","9","not following","both","not following"
"Martin Garrix","Netherlands","Electronic","212","10","both","both","not following"
"Ne-Yo","United States","R&B","213","6","is following","not following","not following"
"Morat","Colombia","Pop","218","103","not following","is following","not following"
"Sean Paul","Jamaica","Reggae","220","1","not following","both","not following"
"Anirudh Ravichander","India","Pop","235","110","is following","not following","not following"
"Tyler, the Creator","United States","Hip Hop","245","50","is following","not following","not following"
"Davido","Nigeria","African","251","3","is following","not following","not following"
"Flo Rida","United States","Hip Hop","262","56","not following","is following","not following"
"Kygo","Norway","Electronic","269","12","is following","both","not following"
"Zara Larsson","Sweden","Pop","275","118","not following","is following","not following"
"Skrillex","United States","Electronic","280","13","both","not following","not following"
"Bryson Tiller","United States","R&B","289","9","not following","both","not following"
"Jessie J","United Kingdom","Pop","299","126","is following","both","not following"
"Pharrell Williams","United States","R&B","323","12","both","not following","not following"
"Niall Horan","Ireland","Pop","327","137","both","not following","not following"
"Macklemore","United States","Hip Hop","348","74","not following","both","not following"
"Nelly Furtado","Canada","Pop","355","147","not following","both","not following"
"T-Pain","United States","R&B","361","15","not following","both","not following"
"Wizkid","Nigeria","African","363","4","not following","both","not following"
"Mac Miller","United States","Hip Hop","388","84","not following","both","not following"
"Lil Yachty","United States","Hip Hop","389","85","not following","both","not following"
"Maiara & Maraisa","Brazil","Latin","396","71","not following","is following","not following"
"G-Eazy","United States","Hip Hop","399","87","not following","both","not following"
"Clean Bandit","United Kingdom","Pop","418","167","not following","is following","not following"
"Armaan Malik","India","Pop","423","170","not following","is following","not following"
"Calum Scott","United Kingdom","Pop","424","171","is following","is following","not following"
"Lindsey Stirling","United States","Classical","434","1","not following","is following","not following"
"Carlos Vives","Colombia","Pop","443","177","is following","not following","not following"
"Zedd","United States","Electronic","454","15","both","both","not following"
"Kehlani","United States","R&B","471","23","is following","not following","not following"
"Gwen Stefani","United States","Pop","472","187","not following","both","not following"
"Steve Lacy","United States","R&B","473","24","both","not following","not following"
"Big Sean","United States","Hip Hop","487","105","both","both","not following"
"Danny Ocean","Venezuela","Pop","514","201","is following","not following","not following"
"The Living Tombstone","United States","Electronic","524","17","not following","is following","not following"
"Labrinth","United Kingdom","Pop","529","204","not following","both","not following"
"Mark Ronson","United Kingdom","Pop","531","205","both","both","not following"
"Rita Ora","United Kingdom","Pop","565","212","both","not following","not following"
"Armin Van Buuren","Netherlands","Electronic","570","18","not following","is following","not following"
"Robin Schulz","Germany","Electronic","571","19","is following","is following","not following"
"Carly Rae Jepsen","Canada","Pop","575","217","not following","both","not following"
"Pablo Alboran","Spain","Pop","577","218","not following","is following","not following"
"Diplo","United States","Electronic","582","21","both","both","not following"
"Dimitri Vegas & Like Mike","Belgium","Electronic","591","22","is following","not following","not following"
"PARTYNEXTDOOR","Canada","R&B","595","29","not following","both","not following"
"Nick Jonas","United States","Pop","625","225","is following","both","not following"
"Lauv","United States","Pop","630","226","not following","is following","not following"
"Jonas Blue","United Kingdom","Electronic","632","26","is following","both","is following"
"Liam Payne","United Kingdom","Pop","709","252","is following","both","not following"
"Dennis DJ","Brazil","Latin","717","128","is following","not following","is following"
"James Blunt","United Kingdom","Pop","739","258","not following","both","not following"
"Benny Blanco","United States","Pop","745","260","both","both","not following"
"Gloria Trevi","Mexico","Pop","751","261","is following","is following","not following"
"Meduza","Italy","Electronic","752","27","not following","is following","not following"
"Alesso","Sweden","Electronic","753","28","not following","both","not following"
"will.i.am","United States","Pop","766","270","not following","both","not following"
"Steve Aoki","United States","Electronic","785","30","both","not following","not following"
"MC Kevin o Chris","Brazil","Latin","805","143","not following","not following","is following"
"Empire Of The Sun","Australia","Pop","807","290","not following","not following","is following"
"Sophie Ellis-Bextor","United Kingdom","Pop","816","295","not following","both","not following"
"Dido","United Kingdom","Pop","844","307","is following","is following","not following"
"R3hab","Netherlands","Electronic","845","31","both","both","not following"
"George Ezra","United Kingdom","Pop","852","309","not following","is following","not following"
"IZA","Brazil","R&B","864","44","not following","is following","not following"
"Cali Y El Dandee","Colombia","Latin","886","153","is following","not following","not following"
"Louis Tomlinson","United Kingdom","Pop","887","329","both","both","not following"
"6LACK","United States","R&B","896","48","not following","both","not following"
"Clairo","United States","Pop","904","340","not following","is following","not following"
"Ofenbach","France","Electronic","918","32","is following","not following","not following"
"Soulja Boy","United States","Hip Hop","924","177","not following","both","not following"
"Rag'n'Bone Man","United Kingdom","R&B","945","50","both","is following","not following"
"Xand Avião","Brazil","Latin","957","161","is following","not following","not following"
"Felix Jaehn","Germany","Electronic","958","35","is following","is following","not following"
"Afrojack","Netherlands","Electronic","975","36","both","both","not following"
"Becky Hill","United Kingdom","Pop","980","362","is following","is following","not following"
"Hardwell","Netherlands","Electronic","994","37","is following","both","not following"
"W&W","Netherlands","Electronic","995","38","not following","is following","not following"
"Disclosure","United Kingdom","Electronic","1001","39","both","both","is following"
"Tove Lo","Sweden","Pop","1009","376","is following","not following","not following"
"Leona Lewis","United Kingdom","Pop","1022","380","is following","is following","not following"
"James Hype","United Kingdom","Electronic","1027","40","is following","is following","not following"
"Victoria Monét","United States","R&B","1029","53","is following","is following","not following"
"Taio Cruz","United Kingdom","Pop","1041","389","is following","not following","not following"
"Alexander Stewart","Canada","Pop","1044","390","not following","is following","not following"
"Logic","United States","Hip Hop","1046","194","is following","is following","not following"
"Gente De Zona","Cuba","Latin","1060","174","not following","is following","not following"
"Kungs","France","Electronic","1091","43","is following","is following","not following"
"NEFFEX","United States","Electronic","1100","44","is following","not following","not following"
"Melody","Brazil","Pop","1102","413","is following","not following","not following"
"Jax Jones","United Kingdom","Electronic","1103","45","is following","both","not following"
"Tyrese","United States","R&B","1128","58","is following","not following","not following"
"John Newman","United Kingdom","Pop","1130","420","both","both","not following"
"Purple Disco Machine","Germany","Electronic","1135","47","is following","not following","not following"
"Benny Benassi","Italy","Electronic","1139","48","is following","both","not following"
"Galantis","Sweden","Electronic","1140","49","is following","not following","not following"
"Lucas Lucco","Brazil","Latin","1170","192","is following","not following","not following"
"Normani","United States","Pop","1178","434","both","not following","not following"
"Ella Henderson","United Kingdom","Pop","1187","438","not following","is following","not following"
"Flume","Australia","Electronic","1221","51","not following","both","not following"
"X Ambassadors","United States","Rock","1227","118","is following","not following","not following"
"Jão","Brazil","Pop","1251","459","not following","is following","not following"
"Manuel Medrano","Colombia","Pop","1257","461","not following","is following","not following"
"Jess Glynne","United Kingdom","Pop","1258","462","not following","both","not following"
"Bob Sinclar","France","Electronic","1265","52","not following","is following","not following"
"ScHoolboy Q","United States","Hip Hop","1266","231","both","both","not following"
"Nicole Scherzinger","United States","Pop","1278","469","is following","not following","not following"
"Wale","United States","Hip Hop","1285","238","not following","both","not following"
"Vintage Culture","Brazil","Electronic","1298","54","is following","is following","not following"
"Olly Murs","United Kingdom","Pop","1313","479","not following","is following","not following"
"CKay","Nigeria","African","1314","20","not following","not following","is following"
"Gabry Ponte","Italy","Electronic","1332","55","is following","is following","is following"
"DJ Nelson","Puerto Rico","Latin","1340","218","is following","is following","is following"
"Afgan","Indonesia","Pop","1353","491","is following","is following","not following"
"Joel Corry","United Kingdom","Electronic","1355","56","not following","is following","not following"
"Noah Cyrus","United States","Pop","1364","494","is following","is following","not following"
"Walk Off the Earth","Canada","Pop","1371","497","is following","is following","not following"
"Lil Jon","United States","Hip Hop","1372","256","is following","not following","is following"
"Dom Dolla","Australia","Electronic","1379","57","is following","is following","not following"
"Topic","Germany","Electronic","1381","58","is following","not following","not following"
"Kodaline","Ireland","Rock","1433","143","not following","is following","not following"
"Grimes","Albania","Pop","1453","519","not following","is following","not following"
"Jonita Gandhi","India","Pop","1477","528","is following","not following","not following"
"Timmy Trumpet","Australia","Electronic","1479","63","is following","is following","is following"
"alt-J","United Kingdom","Rock","1488","151","not following","both","not following"
"Bhad Bhabie","United States","Hip Hop","1504","284","not following","is following","not following"
"Nina Simone","United States","R&B","1507","79","not following","is following","not following"
"Jamiroquai","United Kingdom","R&B","1510","80","both","is following","not following"
"Kid Ink","United States","Hip Hop","1514","288","not following","is following","not following"
"Ryan Lewis","United States","Hip Hop","1517","289","not following","both","not following"
"Dillon Francis","United States","Electronic","1525","64","both","both","is following"
"Vanessa Hudgens","United States","Pop","1548","548","not following","both","not following"
"Stefflon Don","United Kingdom","Hip Hop","1554","295","is following","not following","not following"
"Tinashe","United States","R&B","1556","82","both","both","not following"
"Snow Patrol","United Kingdom","Rock","1564","162","not following","is following","not following"
"Popcaan","Jamaica","Reggae","1567","14","not following","both","not following"
"Colbie Caillat","United States","Pop","1571","553","not following","is following","not following"
"Alvaro Soler","Spain","Pop","1573","554","is following","not following","not following"
"Fedez","Italy","Hip Hop","1576","302","is following","both","not following"
"Rudimental","United Kingdom","Electronic","1589","65","is following","both","not following"
"Moby","United States","Electronic","1595","66","not following","not following","is following"
"Duke Dumont","United Kingdom","Electronic","1598","67","not following","both","not following"
"Dimitri Vegas","Belgium","Electronic","1615","69","not following","is following","not following"
"TheFatRat","Germany","Electronic","1634","70","not following","is following","is following"
"Two Feet","United States","Pop","1657","576","not following","is following","not following"
"Yura Yunita","Indonesia","Pop","1664","579","is following","not following","not following"
"Paloma Faith","United Kingdom","Pop","1665","580","not following","is following","not following"
"Tierry","Brazil","Latin","1667","257","is following","not following","not following"
"Simi","Nigeria","African","1668","26","is following","not following","not following"
"Marco Mengoni","Italy","Pop","1673","584","is following","not following","not following"
"Michael Bolton","United States","R&B","1697","92","is following","is following","not following"
"Roy Orbison","United States","Pop","1748","612","not following","is following","not following"
"Omarion","United States","R&B","1768","96","not following","is following","not following"
"Jain","France","Pop","1776","624","not following","is following","not following"
"HUGEL","United States","Electronic","1778","78","is following","not following","not following"
"Dej Loaf","United States","Hip Hop","1779","345","is following","both","not following"
"Maggie Lindemann","United States","Pop","1788","631","not following","both","not following"
"Hande Yener","Turkey","Pop","1814","639","is following","is following","not following"
"Icona Pop","Sweden","Pop","1835","649","is following","not following","not following"
"Juan Magan","Spain","Pop","1837","650","not following","is following","not following"
"Mike Perry","Sweden","Electronic","1840","80","is following","is following","not following"
"Bomba Estéreo","Colombia","Latin","1856","277","not following","is following","not following"
"Jordin Sparks","United States","Pop","1883","667","not following","both","not following"
"Lali","Argentina","Pop","1884","668","is following","is following","not following"
"Norma Jean Martine","United States","Pop","1902","675","is following","not following","not following"
"Max","United States","Pop","1930","688","not following","is following","not following"
"TakeOff","United States","Hip Hop","1931","367","is following","not following","not following"
"Carlos Baute","Venezuela","Pop","1937","690","is following","not following","not following"
"Mustard","United States","Hip Hop","1950","372","not following","is following","not following"
"Now United","United States","Pop","1958","700","not following","is following","not following"
"Pusha T","United States","Hip Hop","1977","376","not following","both","not following"
"Rich Brian f.k.a Rich Chigga","Indonesia","Hip Hop","1985","377","not following","is following","not following"
"Emma Marrone","Italy","Pop","1987","711","is following","both","not following"
"Elvis Crespo","Puerto Rico","Latin","2011","296","not following","is following","not following"
"Kira Kosarin","United States","R&B","2035","110","not following","is following","not following"
"Waka Flocka Flame","United States","Hip Hop","2039","386","not following","is following","not following"
"Sigala","United Kingdom","Electronic","2042","90","is following","is following","not following"
"Yoko Ono","United States","Pop","2045","728","not following","is following","not following"
"Portugal. The Man","United States","Rock","2052","204","not following","is following","not following"
"Nicky Romero","Netherlands","Electronic","2060","92","is following","both","not following"
"Naughty Boy","United Kingdom","Pop","2087","742","not following","both","not following"
"Sky Rompiendo","Colombia","Hip Hop","2089","400","is following","not following","not following"
"DJ Maphorisa","South Africa","Electronic","2116","94","is following","not following","not following"
"Pocah","Brazil","Latin","2121","309","is following","not following","not following"
"Oliver Heldens","Netherlands","Electronic","2132","95","is following","both","not following"
"Deorro","United States","Electronic","2155","96","is following","not following","not following"
"Dustin Lynch","United States","Country","2156","54","is following","not following","not following"
"Nasty C","South Africa","Hip Hop","2158","411","is following","not following","not following"
"Willy William","France","Pop","2161","765","is following","not following","not following"
"Tom Walker","United Kingdom","Pop","2171","768","is following","not following","not following"
"Smash Mouth","United States","Rock","2190","222","not following","is following","not following"
"Mike WiLL Made-It","United States","Hip Hop","2204","417","not following","both","not following"
"Banda Los Sebastianes de Saúl Plata","Mexico","Latin","2255","324","not following","is following","not following"
"Johnny Orlando","Canada","Pop","2266","800","not following","is following","not following"
"Manuel Carrasco","Spain","Pop","2278","803","is following","not following","not following"
"Louane","France","Pop","2296","810","is following","not following","not following"
"Gaby Music","Puerto Rico","Latin","2297","332","is following","not following","not following"
"Sam Feldt","Netherlands","Electronic","2298","103","not following","is following","not following"
"Adam Lambert","United States","Pop","2299","811","is following","is following","not following"
"MK","United States","Electronic","2301","104","is following","both","not following"
"Jessie Reyez","Canada","R&B","2319","124","both","both","not following"
"K-391","Norway","Electronic","2323","107","is following","is following","not following"
"SLANDER","United States","Electronic","2327","108","is following","is following","is following"
"Nothing but Thieves","United Kingdom","Rock","2364","240","is following","not following","not following"
"Craig David","United Kingdom","R&B","2370","128","is following","is following","not following"
"Don Diablo","Netherlands","Electronic","2376","111","not following","is following","not following"
"Boosie Badazz","United States","Hip Hop","2383","444","not following","is following","not following"
"Aminé","United States","Hip Hop","2385","445","not following","both","not following"
"The Kiffness","South Africa","Electronic","2401","113","is following","is following","not following"
"Ashe","United States","Pop","2406","840","not following","not following","is following"
"Cascada","Germany","Electronic","2413","115","not following","is following","not following"
"Paty Cantu","Mexico","Pop","2446","852","is following","is following","not following"
"Joe Jonas","United States","Pop","2459","860","is following","not following","not following"
"KSHMR","United States","Electronic","2467","117","is following","is following","not following"
"Fatboy Slim","United Kingdom","Electronic","2476","118","both","both","not following"
"Gryffin","United States","Electronic","2477","119","is following","not following","not following"
"Eric Prydz","United States","Electronic","2497","121","not following","both","not following"
"MNEK","United Kingdom","Pop","2511","874","is following","both","not following"
"KC and The Sunshine Band","United States","R&B","2530","137","not following","is following","not following"
"Iyaz","British Virgin Islands","Pop","2566","895","not following","is following","not following"
"Teni","Nigeria","African","2599","39","is following","not following","not following"
"Lauren Jauregui","United States","Pop","2614","910","not following","both","not following"
"Geena Fontanella","United States","Pop","2624","914","not following","is following","not following"
"Blue Man Group","United States","Rock","2631","268","not following","is following","not following"
"Edward Maya","Moldova","Electronic","2643","128","is following","is following","not following"
"The Chemical Brothers","United Kingdom","Electronic","2651","129","both","both","not following"
"Barry Manilow","United States","Pop","2653","924","not following","is following","not following"
"Andy Grammer","United States","Pop","2655","925","not following","is following","not following"
"JP Cooper","United Kingdom","Pop","2659","927","is following","not following","not following"
"Ella Eyre","United Kingdom","Pop","2665","930","is following","not following","not following"
"AronChupa","Sweden","Electronic","2670","131","is following","not following","not following"
"Emeli Sandé","United Kingdom","Pop","2671","933","is following","both","not following"
"Zoe Wees","Germany","Pop","2675","934","not following","is following","not following"
"Martin Solveig","France","Electronic","2687","134","both","both","not following"
"Jasmine Thompson","United Kingdom","Pop","2690","939","is following","not following","not following"
"Bakermat","Netherlands","Electronic","2694","135","is following","not following","not following"
"Chris Lake","United States","Electronic","2701","137","both","both","not following"
"The Kolors","Italy","Pop","2720","948","is following","not following","not following"
"Ummet Ozcan","Netherlands","Electronic","2727","138","is following","not following","not following"
"Aleks Syntek","Mexico","Pop","2744","957","not following","is following","not following"
"Faith Evans","United States","R&B","2750","146","not following","is following","not following"
"Vidi Aldiano","Indonesia","Pop","2760","963","is following","both","not following"
"Sonny Fodera","United Kingdom","Electronic","2763","141","is following","both","is following"
"Tom Grennan","United Kingdom","Pop","2768","968","is following","is following","not following"
"Cian Ducrot","United Kingdom","Pop","2784","975","not following","is following","not following"
"Bobby Shmurda","United States","Hip Hop","2796","526","not following","is following","not following"
"Pia Mia","United States","Pop","2808","982","is following","is following","not following"
"Omar Varela","Argentina","Electronic","2810","143","is following","not following","not following"
"Rico Blanco","Philippines","Rock","2833","279","not following","is following","not following"
"HRVY","United Kingdom","Pop","2844","995","is following","not following","not following"
"Gloria Gaynor","United States","R&B","2845","149","not following","is following","not following"
"Chaka Khan","United States","R&B","2877","150","not following","both","not following"
"D.O.D","United Kingdom","Electronic","2901","149","is following","not following","not following"
"Alisha Chinai","India","Pop","2902","1012","is following","is following","not following"
"Madilyn Bailey","United States","Pop","2907","1015","not following","is following","not following"
"Alexandra Stan","Romania","Electronic","2913","150","not following","is following","not following"
"Majid Jordan","Canada","R&B","2937","151","is following","both","not following"
"Jovanotti","Italy","Pop","2955","1032","not following","is following","not following"
"Riton","United Kingdom","Electronic","2958","154","is following","not following","not following"
"Black Coffee","South Africa","Electronic","2967","155","both","not following","not following"
"Leony","Germany","Pop","2984","1044","not following","is following","not following"
"VINAI","Italy","Electronic","2985","157","is following","is following","not following"
"Tinie Tempah","United Kingdom","Hip Hop","3014","567","both","is following","is following"
"Seeb","Norway","Electronic","3027","160","not following","is following","not following"
"Maxwell","United States","R&B","3040","157","not following","is following","not following"
"Giulia Be","Brazil","Pop","3065","1070","not following","is following","not following"
"Dennis Lloyd","Israel","Pop","3101","1085","is following","not following","not following"
"SHOUSE","Australia","Electronic","3132","170","not following","not following","is following"
"HAIM","United States","Pop","3141","1095","is following","both","not following"
"ATB","Germany","Electronic","3178","176","is following","is following","not following"
"Paul van Dyk","Germany","Electronic","3199","179","is following","is following","not following"
"Vampire Weekend","United States","Rock","3200","312","not following","is following","not following"
"Sebastian Ingrosso","Sweden","Electronic","3204","180","both","both","not following"
"Kaskade","United States","Electronic","3209","181","is following","both","is following"
"Vini Vici","Israel","Electronic","3220","182","is following","not following","not following"
"CamelPhat","United Kingdom","Electronic","3228","183","both","both","not following"
"Ray Dalton","United States","Pop","3236","1127","not following","is following","not following"
"Axwell","Sweden","Electronic","3244","184","both","both","not following"
"E.G. Daily","United States","Pop","3265","1138","is following","not following","not following"
"LOBODA","Ukraine","Pop","3267","1139","is following","not following","not following"
"Showtek","Netherlands","Electronic","3285","191","is following","both","is following"
"Steve Angello","Sweden","Electronic","3321","194","both","both","not following"
"Twista","United States","Hip Hop","3336","635","not following","is following","not following"
"The Jacksons","United States","R&B","3419","177","is following","not following","not following"
"Tauren Wells","United States","Religious","3458","84","is following","not following","not following"
"Emma Heesters","Netherlands","Pop","3474","1207","is following","not following","not following"
"A Great Big World","United States","Pop","3482","1213","not following","is following","not following"
"tony ann","Canada","Classical","3483","22","not following","not following","is following"
"Gabriel Diniz","Brazil","Pop","3485","1214","is following","not following","not following"
"John Martin","Sweden","Electronic","3488","208","is following","not following","not following"
"Zeeba","United States","Pop","3540","1234","is following","not following","not following"
"Too $hort","United States","Hip Hop","3629","695","not following","is following","not following"
"Celia Cruz","Cuba","Latin","3634","494","not following","is following","not following"
"Dubdogz","Brazil","Electronic","3648","217","is following","not following","is following"
"Gorgon City","United Kingdom","Electronic","3669","218","is following","is following","not following"
"Max Korzh","Belarus","Hip Hop","3676","703","is following","not following","not following"
"Claptone","Germany","Electronic","3703","222","is following","is following","not following"
"Whethan","United States","Electronic","3712","224","not following","is following","is following"
"Anthony Hamilton","United States","R&B","3715","187","not following","is following","not following"
"Sidoka","Brazil","Hip Hop","3722","712","not following","is following","is following"
"Cody Simpson","Australia","Pop","3739","1294","is following","not following","not following"
"Vicetone","Netherlands","Electronic","3797","230","not following","is following","not following"
"Maddix","Netherlands","Electronic","3805","231","is following","is following","not following"
"Redfoo","United States","Pop","3830","1329","is following","is following","not following"
"Christina Milian","United States","R&B","3837","193","not following","both","not following"
"Eric Nam (에릭남)","South Korea","Pop","3925","1366","is following","not following","not following"
"LUM!X","Austria","Electronic","3931","237","is following","not following","not following"
"Don Jazzy","Nigeria","African","3965","60","not following","is following","not following"
"Au/Ra","United States","Pop","3972","1381","is following","not following","not following"
"Petit Biscuit","France","Electronic","4010","242","is following","not following","not following"
"John Roa","Philippines","Pop","4021","1402","not following","is following","not following"
"Nico & Vinz","Norway","Pop","4048","1411","not following","is following","not following"
"The Local Train","India","Rock","4057","396","is following","not following","not following"
"Vince Staples","United States","Hip Hop","4064","782","not following","both","not following"
"Idris Elba","United Kingdom","Hip Hop","4093","787","not following","both","not following"
"Leslie Grace","United States","Pop","4101","1425","is following","both","not following"
"Blasterjaxx","Netherlands","Electronic","4108","250","is following","is following","not following"
"Charles Aznavour","France","European","4126","12","not following","is following","not following"
"Plain White T's","United States","Rock","4127","404","not following","is following","not following"
"Salt-N-Pepa","United States","Hip Hop","4132","793","is following","not following","not following"
"Todd Terry","United States","Electronic","4207","258","is following","both","not following"
"Porter Robinson","United States","Electronic","4217","259","both","both","not following"
"La Mafia","United States","Pop","4230","1469","not following","is following","not following"
"Gala","United States","Electronic","4236","261","is following","not following","not following"
"Patrick Brasca","Taiwan","Pop","4254","1477","is following","not following","not following"
"Ritviz","India","Electronic","4256","262","not following","not following","is following"
"Chelsea Cutler","United States","Pop","4266","1479","not following","not following","is following"
"Bruno Martini","Brazil","Electronic","4304","265","is following","not following","not following"
"Sage The Gemini","United States","Hip Hop","4322","820","is following","not following","not following"
"Masew","Vietnam","Pop","4324","1502","not following","is following","not following"
"Gianluca Vacchi","Italy","Electronic","4331","268","not following","is following","not following"
"Basshunter","Sweden","Electronic","4334","269","not following","is following","not following"
"DJ Matt D","Brazil","Latin","4349","577","is following","not following","not following"
"Metronomy","United Kingdom","Rock","4367","434","not following","is following","not following"
"Disciples","United Kingdom","Electronic","4399","276","not following","not following","is following"
"Lara Fabian","Belgium","Pop","4413","1535","is following","not following","not following"
"Joe","United States","R&B","4415","208","not following","is following","not following"
"Sub Focus","United Kingdom","Electronic","4435","277","not following","both","not following"
"Bas","United States","Hip Hop","4436","840","is following","is following","not following"
"Alle Farben","Germany","Electronic","4439","278","is following","not following","not following"
"Julian Perretta","United Kingdom","Pop","4468","1554","not following","is following","not following"
"Major League DJz","South Africa","Electronic","4483","282","is following","is following","not following"
"Travie McCoy","United States","Pop","4498","1565","not following","is following","not following"
"DJ Antoine","Switzerland","Electronic","4520","284","not following","is following","is following"
"Murat Dalkılıç","Turkey","Pop","4542","1578","not following","is following","not following"
"Tujamo","Germany","Electronic","4548","285","not following","is following","not following"
"Smiley","Romania","Pop","4552","1582","not following","is following","not following"
"D12","United States","Hip Hop","4578","863","not following","is following","not following"
"Pav Dharia","Australia","Pop","4585","1596","is following","not following","not following"
"Benedetta Caretta","Italy","Pop","4600","1603","is following","not following","not following"
"Nicolas Germano","Brazil","Pop","4629","1614","is following","not following","not following"
"Luchè","Italy","Hip Hop","4689","890","is following","not following","not following"
"Vika Jigulina","Romania","Electronic","4701","293","is following","is following","not following"
"Sabrina Claudio","United States","R&B","4712","223","not following","both","not following"
"DJ Cuppy","United Kingdom","African","4751","68","is following","is following","not following"
"Jessie Ware","United Kingdom","Pop","4754","1649","is following","both","not following"
"Mochakk","Brazil","Electronic","4767","297","not following","is following","not following"
"BUNT.","Germany","Electronic","4772","300","is following","not following","not following"
"Nico Santos","Germany","Pop","4777","1655","is following","not following","not following"
"Fedde Le Grand","Netherlands","Electronic","4784","303","is following","both","not following"
"Above & Beyond","United Kingdom","Electronic","4785","304","not following","is following","not following"
"Dayanara","Ecuador","Pop","4787","1656","is following","not following","not following"
"Lang Lang (郎朗)","China","Classical","4795","40","not following","is following","not following"
"Matoma","Norway","Electronic","4808","306","is following","not following","not following"
"Fey","Mexico","Pop","4816","1666","is following","not following","not following"
"Crush (크러쉬)","South Korea","Pop","4843","1673","is following","not following","not following"
"Tamar Braxton","United States","R&B","4874","232","is following","not following","not following"
"Alina Baraz","United States","Pop","4907","1694","not following","is following","is following"
"BEAUZ","United States","Electronic","4927","313","not following","is following","not following"
"LIZOT","Germany","Electronic","4930","315","is following","not following","not following"
"Prakriti Kakar","India","Pop","4939","1702","is following","not following","not following"
"The Corrs","Ireland","Rock","4958","491","not following","is following","not following"
"Dizzee Rascal","United Kingdom","Hip Hop","5007","950","not following","not following","is following"
"Ally Brooke","United States","Pop","5024","1721","not following","is following","not following"
"Kardinal Offishall","Canada","Hip Hop","5025","952","is following","is following","not following"
"HONNE","United Kingdom","Pop","5030","1723","is following","is following","not following"
"Zezo Potiguar","Brazil","Latin","5045","653","not following","not following","is following"
"DVBBS","Canada","Electronic","5081","322","is following","not following","not following"
"Alice Deejay","Netherlands","Electronic","5084","323","not following","is following","not following"
"Tank","United States","R&B","5116","250","not following","is following","not following"
"Brennan Heart","Netherlands","Electronic","5119","326","is following","is following","not following"
"We The Kings","United States","Punk","5127","31","not following","is following","not following"
"Gavin DeGraw","United States","Pop","5150","1767","not following","is following","not following"
"Jimmy Cliff","Jamaica","Reggae","5175","54","is following","not following","not following"
"NERVO","Australia","Electronic","5181","331","is following","not following","not following"
"Baby K","Italy","Pop","5188","1776","is following","not following","not following"
"Kendall K","United States","Pop","5217","1788","is following","not following","not following"
"Cheryl","United Kingdom","Pop","5222","1791","is following","both","not following"
"Corona","Italy","Pop","5261","1809","is following","is following","not following"
"Echosmith","United States","Pop","5291","1821","is following","not following","not following"
"Yll Limani","Kosovo","Pop","5299","1826","not following","is following","not following"
"Amerie","United States","R&B","5304","258","not following","both","not following"
"2 Unlimited","Netherlands","Electronic","5315","342","not following","is following","not following"
"Hannah Laing","United Kingdom","Electronic","5389","345","is following","is following","is following"
"Juicy M","Ukraine","Electronic","5391","346","not following","is following","not following"
"Nayer","United States","Pop","5403","1860","not following","is following","not following"
"Darude","Finland","Electronic","5432","349","not following","is following","is following"
"Emeline","United States","Pop","5448","1878","not following","is following","not following"
"Toploader","United Kingdom","Rock","5456","542","not following","is following","not following"
